Text,Benigne,Cyber Terrorism,Cyber Bullying,Extremism
يا من يرزق النعاب في عشّه هيّء لنا مقادير,1,0,0,0
يا هيك الاكل يا بلا لش الحكي,1,0,0,0
ياجماعه يقولون بشار الاسد مات,0,0.1,0,0.9
ياخساره العروبه فيك,0,0,1,0
ياخي برنامج سامج ساذج,0,0,1,0
يارب اجعلنى من الصالحين,1,0,0,0
يارب اجمع امتك علي دينك يارب وشت اعداء الدين,1,0,0,0
يارب احمينا من شرور انفسنا وسىئات اعمالنا,1,0,0,0
يارب اخرجنا من ذل المعصيه الي عز الطاعه,1,0,0,0
يارب ارزق العزيمه لاتخاذ القرار ويا رب اخلفنا خيرا منه,1,0,0,0
يارب اعنا علي ترك المعاصي ماحيينا,1,0,0,0
يارب اعيني علي دكرك وشكرك وحسن عبادتك,1,0,0,0
يارب اغفر لي ذنبي وارزقني حبك هو ربنا ممكن يكره حد لو فضل يكرر ذنبه بعد الاستغفار,1,0,0,0
يارب انت المستعان فاعنا واهدنا يارب الكون اجمع استجب,1,0,0,0
يارب اهدنا وقوى عزيمتا الى ما تحب وترضى,1,0,0,0
يارب اهدي بنات وشباب المسلمين الي ما يرضيك عنهم وكفيهم شر فتن الدنيا والاخره,1,0,0,0
يارب تهدينا الي الصراط المستقيم يارب تقبل منا,1,0,0,0
يارب توب علينا وساعدنا نتوب وبصرنا بعيوبنا لان ساعات كتير بننسه,1,0,0,0
يارب ثبتنا بعد اخذ القرار لان هو ده الاهم الاصعب,1,0,0,0
يارب دعوناك فستجب لنا وحقق لنا ماهو اصلح وافضل لنا,1,0,0,0
يارب ساعدني وقويني وساعدني اخد حبيبي,1,0,0,0
يارب طهر قلوبنا يارب اهدينا للصواب,1,0,0,0
يارب عوضنا خير مما اخذ منا,1,0,0,0
يارب قربني اليك واقترب لي اكثر,1,0,0,0
يارب كرهنى وابعدنى فيما يغضبك,1,0,0,0
يارب ناخذ القرار الصح,1,0,0,0
يارب وانت ادعيلي,1,0,0,0
يارب يتقبل منا والله العقل مو فاضي والقلب مكسور,1,0,0,0
يارب يقدرنا على ادخال المياه النظيفه لكل بيت محتاجه المياه,1,0,0,0
يارب يقوينا جميعا على طاعته وحسن عبادته,1,0,0,0
ياريت حدا عم يواسي السوريين بغربتهن للاسف باب رزق جديد للعرب,1,0,0,0
يازم والله ماعندكم غير الكذب ع الناس,0,0,0.8,0.2
"يالا من هون كس امك انت و هو، بلاش قرف و وساخه",0,0,0.5,0.5
يالله ما اروع هائولاء الناس,1,0,0,0
ياي ما ازكى هذا الاكل,1,0,0,0
يتسابقون الى جهنم و باس المصير,0,0,0.3,0.7
يجب دائما ان نعتني بالورود لكي تكبر,1,0,0,0
يجب على الحكومه العوده بالتوقيت الى الساعه الثالثه,1,0,0,0
يجب على المسلم ان يواسى اخوه فى الاسلام,1,0,0,0
يجب على كل مسلم الاعتزاز بدينه في جميع الامور صغيرها كبيرها,1,0,0,0
يجب وضع كل من تسول له نفسه مجرد ان يعمل اي تصرف لا يليق بالاردن ان يسجن يسجن شىء مخزي شويه همل زعران يخربوا الجامعات سمعه البلد,0,0,0.5,0.5
يجيز ارضاع شرق اسيا كلها لكن قياده المراه للسياره فسق وفجور,0,0,0,1
يخرب الدلع,0,0,1,0
يخرب بيتك ما ازنخك,0,0,1,0
يخسو الشيعه الخنزير,0,1,0,0
يرزق من يشاء بغير حساب,1,0,0,0
يسعد صباحك بذكر الرحمن,1,0,0,0
يشبه رغد مجنونه هيافاء,1,0,0,0
يشم الطيب ويتعطر يا دكتور,1,0,0,0
يضحكون م شاففوا انفسهم لو قلنا غنوا جابوا الععيد فالحين بس في الظرافهه الشيبان,0,0,1,0
يع بتقرف انت وسخ يع شوهاي الوساخه,0,0,1,0
يع حاسه حالي بدي استفرغ,0,0,1,0
يعتبر الترمس من المصادر الطبيعيه لفتح الشهيه وتقويه الاجسام الهزيله؛ لانه غني بالكالسيوم والفوسفور. ,1,0,0,0
يعطيك العافيه,1,0,0,0
يعني الواحد بغلط غلطه بالجامعه بدون ما ياثر عحدا غير حاله بروحوا بمنعوه يدخل كل جامعات الاردن,0,0,0,1
يعني بكل وضوح بدكوا تذلوا الشعب الاردني تخلوه كل شهور يصف طابور عشان يوخدلوا اكمن ليره,0,0.4,0,0.6
يعني دوله اللي  من وين جاي كيف وصل عشان تشوفه لجنه التحكيم مبين عليه مجنون مش شايف اشي قدامه,0,0,1,0
"يعني كل جامعات الاردن عندهم نظام، و احنا عنا خرا",0,0,1,0
يعني لو عايزين يبعوه بلغوني من القرف هاض يع يع يع,0,0,1,0
يعني ما اختار الا الاغنيــه اللي اغلب احرفها الحرف اللي يقرط فيه,0,0,1,0
يعني هيك برامج بتبين للناس وين صرنا كم صارت نسبه التخلف بين شباب امتنا,0,0,1,0
يعني يجبون كم واحد يعطونهم فلوس ويجون يستهبلوا عندهم عشان يحركون البرنامج,0,0,1,0
يلعن ابو التخلف والغباء والبياخه,0,0,1,0
يلعن ابو التفاهه,0,0,1,0
يلعن ابو الي ما بستحي,0,0,1,0
يلعن ابو هل الاشكال بس,0,0,1,0
يلعن اخت المياعه والبياخه,0,0,1,0
يلعن الساعه الي بشرت فيك,0,0,1,0
يلعن ام الازعاج,0,0,1,0
يلعن ام السخافه,0,0,1,0
يلعن شرف خواتك,0,0,0.8,0.2
يلعنك نذل وكلب,0,0,1,0
يمتاز الاردن بتنوع السياحه فيه فتنقسم السياحه الى  سياحه علاجيه   سياحه دينيه   سياحه معارض   سياحه اثار,1,0,0,0
ينور عليك ويكثر من امثالك,1,0,0,0
يهدي الله من يشاء,1,0,0,0
